word,count
aaron,7
aback,2
abbas,2
abbey,7
abbot,2
abell,1
abide,7
abler,2
abner,1
abode,4
about,1815
above,296
abuse,18
abyss,4
acala,5
ached,3
aches,1
acids,7
acres,44
acrid,1
acted,18
actor,24
acute,13
adage,3
adair,2
adame,1
adamo,1
adams,42
adapt,5
added,172
adele,2
adept,4
adieu,1
adios,6
adlai,7
adler,3
admit,37
adnan,1
adobe,2
adolf,4
adopt,13
adore,2
adorn,1
adrar,1
adult,25
aegis,1
affix,1
afire,1
afoot,1
after,1069
aftuh,1
again,577
agent,44
aggie,2
agile,2
aging,4
agnes,1
agone,2
agony,9
agree,51
ahead,109
ahmad,1
ahmet,3
aiche,1
aided,11
aides,4
aiken,1
aikin,1
ailey,2
aimed,24
ainus,1
aired,2
aisle,6
akita,1
akron,1
alain,1
alamo,1
alarm,16
album,6
alden,2
aleck,2
alert,33
algae,7
alger,1
algol,3
aliah,1
alias,1
alibi,8
alice,14
alien,16
align,2
alike,20
alive,57
allah,1
allan,4
allay,2
allen,20
alley,8
allot,1
allow,72
alloy,3
allso,1
aloes,2
aloft,3
alone,195
along,355
aloof,5
alors,2
aloud,13
alpha,6
alsop,3
altar,5
alter,15
altho,2
alton,2
alvin,6
alwin,2
amado,1
amass,2
amaze,3
amber,3
amend,2
amici,3
amide,1
amigo,2
amino,1
amiss,2
amity,1
among,370
amory,1
ample,16
amply,4
amuse,3
ancel,1
andre,3
angel,18
anger,48
angie,17
angle,51
angry,45
angst,2
anion,1
anise,2
anita,2
ankle,8
annee,1
annex,1
annie,1
annoy,2
annum,3
anode,77
anson,1
ansuh,1
antic,1
anton,2
anvil,1
aorta,3
apart,57
apple,9
apply,56
april,71
apron,7
apses,1
aptly,4
aquam,1
arabs,1
araby,1
arata,1
arbor,1
arcus,1
arden,3
ardor,3
areas,236
arena,7
arger,3
argon,7
argos,1
argot,1
argue,29
arhat,1
arise,28
arlen,13
armed,60
armor,4
aroma,3
arose,18
array,11
arrow,14
arson,2
artie,8
artur,1
arvey,1
asdic,1
ashen,2
asher,1
ashes,6
asian,10
aside,67
asked,398
askew,1
aspen,2
aspis,1
assai,1
assam,2
assay,1
asser,1
asses,3
asset,5
astin,1
astor,2
astra,1
atlas,12
atlee,1
atoms,40
atone,1
attic,16
attis,1
atune,1
audio,2
audit,4
augen,1
aunts,4
aural,1
autos,4
avail,4
avant,1
avert,1
avery,1
avoid,58
await,9
awake,20
award,46
aware,84
awash,1
awaye,1
awful,17
awoke,9
axial,2
axiom,1
axles,1
azusa,1
babel,3
babes,3
babin,2
backs,15
bacon,10
badge,5
badly,34
baggy,4
bahia,1
baird,4
baked,8
baker,36
bakes,1
baldy,1
bales,4
balks,1
balls,17
balmy,2
bambi,1
banal,2
bands,11
bangs,6
banjo,2
banks,37
bantu,1
barbs,2
barco,18
bards,2
barge,7
barns,4
baron,2
barre,5
barry,3
barth,5
based,119
basel,2
baser,1
bases,23
basic,171
basie,1
basil,1
basin,7
basis,184
bassi,1
basso,2
batch,5
bates,6
bathe,4
baths,5
baton,10
bauer,1
bawdy,3
bawhs,1
bayed,3
bayly,1
bayou,2
beach,61
beads,4
beady,1
beale,2
beall,2
beame,3
beams,13
beans,9
beard,26
bears,26
beast,7
beats,4
bebop,1
beebe,4
beech,6
beefy,1
beeps,3
beers,1
beets,2
befoh,1
began,312
beget,1
begin,84
begun,51
behan,1
beige,1
being,712
belch,2
belge,2
bella,2
belle,1
bells,8
belly,23
below,145
belts,8
beman,1
bench,35
bends,2
benet,2
benny,4
berea,1
bergs,1
berle,4
berne,1
berra,2
berry,9
berth,4
berto,3
beryl,2
beset,7
betsy,1
betty,3
bevel,2
bevor,1
bexar,1
bible,59
bicep,1
bilge,2
bills,47
billy,26
binds,2
binge,1
birch,2
birds,57
birth,66
bison,1
bitch,6
biter,1
bites,8
black,203
blade,13
blair,1
blake,6
blame,34
blanc,1
bland,3
blank,14
blast,15
blatz,9
blaze,7
bleak,10
bleat,1
blebs,1
bleed,2
blend,9
bless,9
blest,3
blimp,1
blind,47
blink,4
blips,1
bliss,4
blitz,3
bloat,8
bloch,2
block,66
blois,1
bloke,1
blond,11
blood,121
bloom,12
blots,4
blown,9
blows,8
blues,22
bluff,8
blume,1
blunt,9
blush,2
blyth,1
bmews,2
board,239
boast,8
boats,51
bobby,23
bodes,1
bodin,2
bogey,5
boggs,1
bogus,3
boies,1
boils,2
boite,1
bolet,1
bolts,1
bombs,35
bondi,3
bonds,47
bones,20
bongo,1
bonne,1
bonus,2
booby,4
books,96
boone,2
boors,1
boost,15
booth,7
boots,20
booty,3
booze,4
borak,1
borax,1
bored,14
borer,1
bores,2
boris,10
borne,8
boron,1
bosch,2
bosco,1
bosis,6
bosom,8
bough,2
bound,42
bourn,1
bouts,3
bowan,1
bowed,7
bower,1
bowes,1
bowie,1
bowls,3
boxed,2
boxer,1
boxes,14
boyce,1
boyer,2
brace,14
brady,1
bragg,2
brain,45
brake,2
brand,17
brash,1
brass,19
braud,1
braun,1
brave,24
bravo,1
brawl,1
bread,41
break,88
breed,17
brest,1
brett,4
breve,1
brian,5
briar,1
bribe,1
brice,1
brick,18
bride,33
brief,73
brien,1
bring,158
brink,3
brisk,7
broad,84
broeg,1
broil,2
broke,72
bronc,3
bronx,9
brood,9
brook,3
broom,2
broth,3
broun,3
brown,176
brows,5
bruce,4
bruhn,1
bruno,1
brunt,1
brush,44
brute,6
bryan,12
bryce,2
buber,1
bucer,1
bucks,6
bucky,1
buddy,13
budge,3
buell,1
buena,1
bueno,1
buffs,1
buggy,6
bugle,2
buick,3
build,86
built,103
bulba,2
bulbs,3
bulge,5
bulks,1
bulky,9
bulls,2
bully,4
bumps,1
bunch,17
bundy,2
bunks,17
bunny,1
buoys,1
burch,2
buren,2
burke,7
burle,1
burly,3
burma,17
burne,1
burns,23
burnt,6
burro,1
burrs,1
burst,33
busch,2
buses,7
busts,3
butte,1
butts,5
buxom,1
buyer,2
bylot,1
byron,16
byzas,1
cabin,23
cable,7
cabot,2
cacao,1
cache,1
caddy,1
cadet,4
cadre,3
cafes,5
caged,1
cages,2
cagey,2
cairo,5
caius,1
caked,2
cakes,3
caleb,1
calls,70
camel,1
cameo,1
campo,1
camps,18
canal,3
candy,16
canny,2
canoe,7
canon,5
canto,3
caper,6
capes,4
capet,2
cappy,12
cards,36
cared,15
cares,9
carey,5
cargo,7
carla,15
carlo,2
carne,3
carob,1
carol,2
caron,1
carre,2
carry,88
carte,1
carts,5
carty,1
carve,3
casca,1
cased,1
cases,148
casey,23
casks,1
caste,3
casts,6
catch,43
cater,4
cathy,20
cause,130
caved,1
caves,6
cavin,1
cease,15
cecil,1
cedar,1
celia,1
celie,1
cells,81
celso,1
cemal,1
cents,26
chafe,1
chain,50
chair,66
chalk,3
champ,1
chant,2
chaos,17
chaps,1
charm,26
chart,22
chase,18
chasm,2
cheap,24
cheat,3
check,88
cheek,20
cheer,8
cheng,1
chess,3
chest,53
chevy,1
chiba,1
chick,3
chico,2
chide,2
chief,119
chien,9
child,213
chile,1
chili,6
chill,14
china,69
ching,5
chins,2
chion,1
chips,3
chive,1
choir,8
choke,9
chole,1
chomp,1
chops,3
chord,7
chore,7
chose,37
chris,12
chuck,14
chump,1
chung,1
chunk,2
chute,2
cider,2
cieca,1
cigar,10
cilia,1
cinch,3
circa,1
cited,24
cites,10
civic,23
civil,91
claim,98
clair,2
clams,2
clang,1
claps,2
clara,3
clare,1
clark,35
clash,5
class,207
claus,2
claws,3
clays,1
clean,69
clear,219
cleat,1
cleft,2
clerk,34
cleva,1
click,2
cliff,11
climb,12
cling,6
clint,4
clips,2
clive,1
cloak,3
clock,20
clods,4
close,234
cloth,43
cloud,28
clout,1
clove,1
clown,3
clubs,24
cluck,3
clues,10
clump,4
clung,14
clyde,2
coach,24
coahr,5
coals,8
coast,61
coats,10
coble,1
cobra,3
cocao,1
cocky,3
cocoa,2
coded,1
codes,17
coeds,1
cohen,3
coils,2
coins,9
cokes,1
colde,3
colds,2
colee,1
coles,1
colon,2
color,140
colts,8
comas,1
combe,1
combo,4
combs,1
comer,1
comes,137
comet,2
comic,9
comin,3
comma,2
comus,2
conan,2
cones,2
coney,3
congo,57
conic,2
cooch,2
cooke,3
cooks,8
cools,2
coons,3
coops,1
coosa,2
copes,1
copra,2
coral,5
cords,2
cores,3
corks,1
corne,4
corns,2
corny,1
corps,110
corsi,1
corso,7
cosec,1
cosmo,1
coste,1
costs,176
cotty,1
couch,12
coudn,1
cough,7
could,1601
count,49
coupe,2
coups,2
court,230
couve,1
cover,88
coves,1
covet,1
coyly,1
cozen,1
crabs,2
crack,21
craft,23
crags,2
craig,2
cramp,2
crane,5
crank,1
crash,20
crass,2
crate,2
crave,2
crawl,11
craze,2
crazy,34
creak,1
cream,20
credo,8
creed,8
creek,14
creep,10
creon,1
crepe,1
crept,11
crest,12
crews,2
cribs,3
cried,30
cries,6
crime,35
crisp,8
croak,1
croix,1
crone,2
crook,3
crops,18
cross,55
crowd,53
crown,19
crows,2
crude,15
cruel,15
crumb,3
crump,1
crush,4
crust,1
crypt,1
cuban,19
cubed,1
cubes,4
cubic,15
cuffs,2
culte,1
cults,4
cumin,1
curbs,3
curds,1
cured,7
cures,3
curia,3
curie,2
curio,2
curls,1
curly,5
curry,2
curse,11
curve,45
cycle,24
cycly,1
cygne,1
cyril,1
cyrus,4
cysts,3
daddy,4
daily,122
dairy,19
dales,1
daley,2
damas,1
damed,2
damon,1
dance,90
dandy,17
danes,4
danny,6
dante,2
dared,14
dares,5
dated,19
dates,30
datum,1
daunt,1
davao,1
david,51
davis,27
dawns,1
dazed,4
deals,15
dealt,22
deane,1
deans,1
death,277
debts,12
debut,14
decay,14
decca,3
decks,6
decor,4
decry,2
deeds,8
deeps,1
defer,1
defoe,3
degas,1
deity,1
delay,21
delhi,5
delia,1
della,6
delle,1
dells,1
delon,2
delta,7
demon,9
denny,2
dense,9
depew,4
depot,13
deppy,2
depth,53
deras,1
derby,7
desks,4
deter,1
dever,1
devey,5
devil,25
devol,3
dewey,3
dials,1
diana,7
diane,14
diary,4
dicke,1
dicks,2
diego,5
diets,3
diety,2
dieux,1
digby,7
digit,1
dijon,1
dilys,1
diman,1
dimes,3
dimly,12
dined,3
dines,1
dingo,1
dingy,5
diocs,8
dirge,2
diron,1
dirty,36
discs,7
disks,4
ditch,10
dites,1
ditty,1
divan,6
dived,5
diver,1
dives,4
dixie,1
dixon,3
dizzy,5
dline,3
doaty,8
dobbs,1
doble,1
docks,1
dodge,11
doers,1
dogma,4
doing,163
dolan,2
dolce,5
doled,1
dolls,12
dolly,4
domed,2
domes,8
donna,4
donor,5
dooms,1
doors,36
doped,1
doran,2
doria,2
doric,4
doris,5
dosed,2
doses,13
doubt,114
douce,1
dough,13
dover,4
doves,1
dowel,2
dower,1
downs,5
dowry,2
doyle,4
dozed,5
dozen,52
draco,1
draft,24
drain,18
drake,2
drama,43
drank,19
drawl,2
drawn,70
draws,14
dread,9
dream,64
dregs,4
dress,67
drewe,1
dried,28
drier,3
dries,1
drift,18
drill,33
drink,82
drips,1
drive,105
drone,3
dronk,2
droop,1
drops,18
dross,4
drove,62
drown,3
drugs,28
druid,1
drums,15
drunk,37
drury,3
dryer,4
dryly,4
duane,1
dubin,1
duces,1
ducks,4
ducts,6
duels,1
duets,1
duffy,2
dugan,2
dukes,2
dulls,1
dully,3
dumas,1
dummy,3
dumps,1
dunes,8
dunne,4
duped,1
duque,1
duren,2
durer,2
dusky,2
dussa,1
dusts,1
dusty,16
dutch,15
duvol,1
dwarf,4
dwell,8
dwelt,1
dwyer,3
dying,34
dylan,11
eades,1
eager,27
eagle,5
eared,1
early,366
earns,2
earth,150
eased,8
easel,5
eaten,12
eaton,2
ebony,3
eclat,1
ecole,1
eddie,30
edema,2
edgar,2
edged,7
edges,37
edith,4
edmov,1
edwin,11
eerie,2
effie,1
egged,1
egils,1
egypt,14
eight,104
eject,1
elbow,10
elder,15
eldon,2
elect,8
elegy,1
elena,3
elfin,1
elgin,1
elios,1
eliot,4
elite,13
ellen,10
ellie,1
ellis,7
elman,5
elmer,6
elsie,4
elvis,2
emcee,1
emile,5
emory,14
empty,64
enact,7
ended,60
endow,2
enemy,88
engrg,1
enjoy,44
ennis,1
enoch,1
ensue,2
enter,78
entry,26
enver,4
epics,2
epoch,6
epoxy,2
epsom,2
equal,90
equip,1
erase,1
erdos,2
erect,13
erich,4
ernie,18
ernst,5
erred,3
errol,1
error,36
erupt,2
ervin,2
erwin,1
essay,19
essex,12
estep,1
estes,1
ethan,4
ethel,3
ether,1
ethic,4
ethos,4
ethyl,4
evade,1
evans,10
event,81
every,491
evils,9
evoke,6
exact,27
exalt,1
excel,1
exert,11
exile,4
exist,59
exits,1
expel,2
extra,50
eying,2
faber,5
fable,2
faced,54
faces,72
facet,2
facto,7
facts,87
faded,18
faery,1
fagan,1
faget,5
fahey,1
faier,1
fails,14
faint,25
fairs,1
fairy,4
faith,111
